1300108,0
1300109,0
1300110,0
1300111,0
1300112,0
1300113,0
1300114,0.08561621
1300115,0.2160188
1300116,0.2921344
1300117,0.3048844
1300118,0.2613219
1300119,0.1748875
1300120,0.05684375
1300121,0
1300122,0
1300123,0
1300200,0
1300201,0
1300202,0
1300203,0
1300204,0
1300205,0
1300206,0
1300207,0
1300208,0
1300209,0
1300210,0
1300211,0
1300212,0
1300213,0
1300214,0.08684939
1300215,0.2174101
1300216,0.3105687
1300217,0.3117375
1300218,0.2642438
1300219,0.1737719
1300220,0.055675
1300221,0
1300222,0
1300223,0
1300300,0
1300301,0
1300302,0
1300303,0
1300304,0
1300305,0
1300306,0
1300307,0
1300308,0
1300309,0
1300310,0
1300311,0
1300312,0
1300313,0
1300314,0.08818764
1300315,0.1841312
1300316,0.3049375
1300317,0.305575
1300318,0.2594094
1300319,0.1706375
1300320,0.05556875
1300321,0
1300322,0
1300323,0
1300400,0
1300401,0
1300402,0
1300403,0
1300404,0
1300405,0
1300406,0
1300407,0
1300408,0
1300409,0
1300410,0
1300411,0
1300412,0
1300413,0
1300414,0.03819688
1300415,0.1727625
1300416,0.2973406
1300417,0.2968094
1300418,0.2464469
1300419,0.05323125
1300420,0.0546125
1300421,0
1300422,0
1300423,0
1300500,0
1300501,0
1300502,0
1300503,0
1300504,0
1300505,0
1300506,0
1300507,0
1300508,0
1300509,0
1300510,0
1300511,0
1300512,0
1300513,0
1300514,0.02406562
1300515,0.2222799
1300516,0.3075938
1300517,0.309825
1300518,0.2641375
1300519,0.1745688
1300520,0.05859688
1300521,0
1300522,0
1300523,0
1300600,0
1300601,0
1300602,0
1300603,0
1300604,0
1300605,0
1300606,0
1300607,0
1300608,0
1300609,0
1300610,0
1300611,0
1300612,0
1300613,0
1300614,0.09283227
1300615,0.089675
1300616,0.05466563
1300617,0.05386875
1300618,0.2067625
1300619,0.1681406
1300620,0.05705625
1300621,0
1300622,0
1300623,0
1300700,0
1300701,0
1300702,0
1300703,0
1300704,0
1300705,0
1300706,0
1300707,0
1300708,0
1300709,0
1300710,0
1300711,0
1300712,0
1300713,0
1300714,0.09459008
1300715,0.2261007
1300716,0.3156688
1300717,0.3164656
1300718,0.2696094
1300719,0.1795625
1300720,0.06364375
1300721,0
1300722,0
1300723,0
1300800,0
1300801,0
1300802,0
1300803,0
1300804,0
1300805,0
1300806,0
1300807,0
1300808,0
1300809,0
1300810,0
1300811,0
1300812,0
1300813,0
1300814,0.09645242
1300815,0.03915313
1300816,0.287725
1300817,0.3079656
1300818,0.2628094
1300819,0.1784469
1300820,0.06576876
1300821,0
1300822,0
1300823,0
1300900,0
1300901,0
1300902,0
1300903,0
1300904,0
1300905,0
1300906,0
1300907,0
1300908,0
1300909,0
1300910,0
1300911,0
1300912,0
1300913,0
1300914,0.09841908
1300915,0.2303747
1300916,0.3083906
1300917,0.3101437
1300918,0.2426219
1300919,0.01986875
1300920,0.010625
1300921,0
1300922,0
1300923,0
1301000,0
1301001,0
1301002,0
1301003,0
1301004,0
1301005,0
1301006,0
1301007,0
1301008,0
1301009,0
1301010,0
1301011,0
1301012,0
1301013,0
